Nom;Catégorie;Lieu;Description 1;Description 2;Description 3;Description 4;Description 5;Site web;URL Photos;THUMB_URL;Longitude LB93;Latitude LB93;geo_shape;geo_point_2d;photos
Chana Orloff;77 Illustres Parisiennes;Villa Seurat, Maison Chana Orloff;Chana Orloff était une figure emblématique de l'école de Paris.;Elle devient dès la fin des années 1910 la coqueluche du Tout Paris et excelle dans sa spécialité qui est le portrait.;En 1926, elle se fait construire à cette adresse une maison-atelier sur les plans d'Auguste Perret.;"L'artiste vit et crée ici privilégiant les thèmes féminins dans ses créations, les rondeurs, la femme enceinte, la maternité...""";;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Chana_Orloff.jpg;651008.2193;6858654.6824;"{""coordinates"": [2.33268100065483, 48.82608899991547], ""type"": ""Point""}";48.8260889999,2.33268100065;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/c745874d6926342e04706087f49478bc
Rosa Bonheur;77 Illustres Parisiennes;64 rue de Lille;Première femme peintre française à recevoir la Légion d'honneur ici au 64 rue de Lille en 1865, Rosa Bonheur, née Marie-Rosalie Bonheur était spécialiste en représentations animalières.;Ses œuvres sont exposées partout dans le monde notamment au Metropolitain Museum of Art de New-York, au Musée du Louvre, au Musée Nnational de Varsovie … Rosa Bonheur est aussi la première artiste à voir le marché de l'art spéculer sur ses tableaux de son vivant.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Rosa_Bonheur.jpg;650423.6566;6862455.6095;"{""coordinates"": [2.324276000173858, 48.86022600010026], ""type"": ""Point""}";48.8602260001,2.32427600017;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/d0ed8788990672c5a050958cf9d7c24f
Julia Sedefdjian;77 Illustres Parisiennes;5 Rue de Pontoise,;Elle devient du prestigieux “Fables de la Fontaine” et la plus jeune cheffe étoilé de France à seulement 21 ans.;Elle ouvre 2 ans plus tard son restaurant Baieta, bisou en patois niçois dans le 5ème arrondissement où elle souhaite avant tout rendre abordable la cuisine gastronomique;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Julia_Sedefdjian.jpg;652473.8975;6861314.5425;"{""coordinates"": [2.352346999544448, 48.85011899993507], ""type"": ""Point""}";48.8501189999,2.35234699954;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/48074ee75612341b3712261a94577e74
Kiki de Montparnasse;77 Illustres Parisiennes;29, rue campagne-première;Née Alice Ernestine Prin, Kiki de Montparnasse était chanteuse, comédienne, danseuse, muse, modèle...;Elle vit au 29 rue campagne première à l'hôtel Astria avant d'emménager dans l'atelier de Man Ray.;Avec son amie Treize, elle enflamme les nuits du Jockey au coin de la rue campagne-première.;Après la crise de 1929, les Américains retournent chez eux et Kiki de Montparnasse se réinvente en inaugurant son propre lieu l'oasis, renommé Chez Kiki.;Elle meurt en 1953, avec seul Foujita pour assister à son enterrement.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Kiki_de_Montparnasse.jpg;650942.1906;6860100.2407;"{""coordinates"": [2.331615000136732, 48.83908400040524], ""type"": ""Point""}";48.8390840004,2.33161500014;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/b2d8e543c332f1999f9b22c009dbf2ca
Adeline Grattard;Cheffes;121, rue St-Honoré;Adeline Grattard maîtrise subtilement l'accord de ses plats et des thés qu'elle propose dans son restaurant sans carte préétablie.;Après avoir été formée à l'école Ferrandi et par les chefs Yannick Alléno, Flora Mikula ou encore Pascal Barbot, elle part à Hong-Kong apprendre de nouvelles techniques culinaires.;A son retour elle ouvre son restaurant, le Yam'Tcha où elle importe la pratique de boire un thé chaud pendant le repas;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Adeline_Grattard.jpg;651718.5662;6862585.451;"{""coordinates"": [2.341910000034308, 48.861491999694174], ""type"": ""Point""}";48.8614919997,2.34191000003;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/238c1c7cd076a3a68811c3fb1b8358fc
Marguerite Durand;Politiques;14 rue st georges;Marguerite Durand sera actrice, journaliste, féministe et femme politique.;"En 1897 elle crée le journal ""la fronde"" au 14 rue St-Georges.";"Le journal est tenu exclusivement par des femmes et surnommé par le tout paris ""Le temps en jupons"".";Il avait la particularité d'être très critique sur le Code de Napoléon.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Marguerite_Durand.jpg;651386.0445;6864078.758;"{""coordinates"": [2.337206999956318, 48.87489599997518], ""type"": ""Point""}";48.874896,2.33720699996;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/a3ac6192b79b18a5e1d4ffa022307073
Yvonne Choquet- Bruhat;Scientifiques;23 quai de conti;Première femme a avoir apporté la preuve mathématiques de l'existence de solutions aux équations d'Einstein.;Yvonne Choquet-Bruhat est aussi la première femme élue en 1979, à l'Académie des sciences du 23 Quai de Conti.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Yvonne_Choquet.jpg;651399.8891;6862126.6391;"{""coordinates"": [2.337619000101646, 48.857342000282266], ""type"": ""Point""}";48.8573420003,2.3376190001;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/330b7baf468f1177c047b3cbb2472088
Simone Veil;77 Illustres Parisiennes;11 Place Vauban;Le 11 place Vauban était le lieu où Simone Veil vécut avec son mari Antoine et leurs enfants;"Son discours pour le droit à l'IVG marquera l’histoire puisque le 17 janvier 1975 ""la loi Veil"" fut adoptée légalisant l'interruption volontaire de grossesse.";Femme politique émérite Simone Veil repose aujourd’hui au Panthéon.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Simone_Veil.jpg;649422.5117;6861699.5113;"{""coordinates"": [2.310721070388243, 48.853348686458936], ""type"": ""Point""}";48.8533486865,2.31072107039;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/13c1602b7120e9e9f8202b717a41690a
Adeline Grattard;77 Illustres Parisiennes;121, rue St-Honoré;Adeline Grattard maîtrise subtilement l'accord de ses plats et des thés qu'elle propose dans son restaurant sans carte préétablie.;Après avoir été formée à l'école Ferrandi et par les chefs Yannick Alléno, Flora Mikula ou encore Pascal Barbot, elle part à Hong-Kong apprendre de nouvelles techniques culinaires.;A son retour elle ouvre son restaurant, le Yam'Tcha où elle importe la pratique de boire un thé chaud pendant le repas;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Adeline_Grattard.jpg;651718.5662;6862585.451;"{""coordinates"": [2.341910000034308, 48.861491999694174], ""type"": ""Point""}";48.8614919997,2.34191000003;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/238c1c7cd076a3a68811c3fb1b8358fc
Ghislaine Arabian;77 Illustres Parisiennes;12 rue Liancourt;Dans le 14ème arrondissement Ghislaine Arabian a repris le restaurant “Les Petites Sorcières” en 2007 afin d’en faire un néobistrot.;Elle s’inspire principalement des cuisines flamande et française dans ses recettes et fait partie des grandes chefs étoilées au guide Michelin.;Elle est aussi célèbre pour son passage remarqué en tant que jury dans l’émission Top Chef.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Ghislaine_Arabian.jpg;650654.6666;6859512.559;"{""coordinates"": [2.32776599965496, 48.833777000223634], ""type"": ""Point""}";48.8337770002,2.32776599965;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/5b66d36f5e0e06908f0114adf430f6e5
Clara Malraux;77 Illustres Parisiennes;17 rue Berthollet;Clara Malraux emménage au 17 rue Berthollet seule avec sa fille à la suite de son divorce avec André Malraux en 1937, quand il avoue l'avoir épousé pour son argent.;Après être entrée en résistance pendant la seconde guerre mondiale, la rue Berthollet la verra devenir grande écrivaine et mémorialiste.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Clara_Malraux.jpg;651985.3054;6860075.3812;"{""coordinates"": [2.345828999856158, 48.838938999927514], ""type"": ""Point""}";48.8389389999,2.34582899986;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/11afaea11673973af2510700a3ccb359
Nicole-Reine Lepaute;77 Illustres Parisiennes;15 rue de Vaugirard Palais du petit Luxembourg;Nicole- Reine Lepaute née au palais du petit Luxembourg où logent ses parents au service de la famille d'Orléans.;Cartographe des comètes et des éclipses.;Elle s'illustre par le calcul de nombreuses éphémérides astronomiques et nautiques dans la seconde moitié du 18e siècle.;Elle établit la carte de la progression en Europe, de quart d'heure en quart d'heure, de l'éclipse annulaire du 1er avril 1764.;"En 1760 Alexis Clairaut qui publie la ""Théorie des comètes""  oublie de mentionner le nom de Nicole-Reine dans les travaux de vérification des calculs du retour de la comète prévu par Edmund Halley.";;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Nicole_Reine_Lepaute.jpg;651306.9659;6861223.7082;"{""coordinates"": [2.336456000419987, 48.84921499967415], ""type"": ""Point""}";48.8492149997,2.33645600042;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/64406f877500b2c80d27924fcb2e35cc
Annie Girardot;Comédiennes;25 place des Vosges;Le 25 place des Vosges était le lieu de résidence d'Annie Girardot et de Renato Salvatori à partir de 1961.;Actrice française ayant reçu 3 césars,  elle tourna avec les plus grands dont Michel Audiard, Philippe Noiret, Claude Lelouch ...;"En 2003 parait son livre ""partir, revenir: les passions vives"" où elle décrit le 25 place des Vosges comme tel: ""Avant de devenir l’un des endroits les plus chics de la capitale, c’est un lieu sombre et presque à l’abandon.""";C’est le début d’une grande histoire d’amour avec un appartement qui me colla au corps et à l’âme comme nul autre, qui fut mon nid, pendant près de vingt ans, lieu de tous les plaisirs, de ma solitude, de ma retraite.;Et dont je dus me séparer bien plus tard avec une douleur qui ne s’est jamais apaisée.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Annie_Girardot.jpg;653444.9449;6861992.0852;"{""coordinates"": [2.365504999482912, 48.85628299974547], ""type"": ""Point""}";48.8562829997,2.36550499948;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/7c8ff843e1bc89f7ccff5ae1b33a849e
Gertrude Stein;Femmes de lettres;27, rue de Fleurus;Au 27 rue de Fleurus, vécut Gertrude Stein avec son frère puis avec Alice B.Toklas, c'est ce qu'indique la plaque commémorative sur la façade du bâtiment.;Gertrude Stein est une poétesse et dramaturge américaine reconnue et vécut la majeure partie de sa vie en France, à Paris.;"Elle accueille ici ses amis de la poésie dont Hemingway, Francis Scott Fitzgerald, Ezra Pound et invente le terme de ""génération perdue"" pour les définir...";et fut le modèle de Picasso pour un portrait qui nécessitera 90 séances de pose.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Gertrude_Stein.jpg;650781.6691;6860973.8362;"{""coordinates"": [2.329327000081706, 48.84692800043874], ""type"": ""Point""}";48.8469280004,2.32932700008;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/9627a5a29b83385e154ad492b837ed24
Louise Michel;77 Illustres Parisiennes;Square Montmartre;Clémence-Louise Michel est l’une des figures majeures de la commune de Paris, elle était institutrice mais aussi militante anarchiste aux idées féministes.;Pendant les événements de la Commune, elle anime le « club de la Révolution » à l’église St-Bernard de la Chapelle.;Propagandiste et garde au 61e au bataillon de Montmartre, elle se rend aux versaillais, elle ne sera pas exécutée mais déportée en 1873 en Nouvelle-Calédonie sur la presqu’île de Ducos.;Après 7ans de déportation à son retour à Paris elle reprend ses activités politiques et milite contre la peine de mort, pour le droit de grève, pour l’égalité entre les femmes et les hommes.;Le square en bas de la butte Montmartre rend hommage à cette femme politique infatigable.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Louise_Michel.jpg;651891.9145;6865240.701;"{""coordinates"": [2.343972000565017, 48.885382999901395], ""type"": ""Point""}";48.8853829999,2.34397200057;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/2531c2b9503feea3cc7bfe45bd71797a
Chana Orloff;Artistes;Villa Seurat, Maison Chana Orloff;Chana Orloff était une figure emblématique de l'école de Paris.;Elle devient dès la fin des années 1910 la coqueluche du Tout Paris et excelle dans sa spécialité qui est le portrait.;En 1926, elle se fait construire à cette adresse une maison-atelier sur les plans d'Auguste Perret.;"L'artiste vit et crée ici privilégiant les thèmes féminins dans ses créations, les rondeurs, la femme enceinte, la maternité...""";;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Chana_Orloff.jpg;651008.2193;6858654.6824;"{""coordinates"": [2.33268100065483, 48.82608899991547], ""type"": ""Point""}";48.8260889999,2.33268100065;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/c745874d6926342e04706087f49478bc
Eleonora Zuliani;Cheffes;9 Rue Auguste Laurent;Trattoria italienne, il baccaro se situe entre place Voltaire et le Père Lachaise et est tenu par la cheffe Eleonora Zuliani.;Ex-architecte est l'ambassadrice de la cuisine de l'Italie du Nord et particulièrement du Frioul à Paris.;Eleonora nous fait voyager dans son pays d'origine par ses plats et vins typiquement italiens.;Baccaro signifie en dialecte vénitien taverne, bar à vin où on peut déguster des antipastis.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/NoPhoto.png;654666.6318;6862081.9197;"{""coordinates"": [2.382145000669448, 48.85717800013563], ""type"": ""Point""}";48.8571780001,2.38214500067;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/58ac627c790ecd94e05883c83a2c9111
Catherine Deneuve;Comédiennes;146 boulevard Murat;Catherine Deneuve grandit avec ses trois soeurs au 146 boulevard Murat.;"Actrice française connue du grand public pour son rôle dans les ""Parapluie de Cherbourg"" de Jacques Demy dès ses 21 ans, le film reçoit la Palme d’Or à Cannes en 1964, l’actrice enchaine alors plusieurs films avec le réalisateur dont Peau d’âne ou les Demoiselles de Rochefort.";S’en suit une longue carrière avec plus de 130 longs métrages à son actif.;"Elle reçoit le césar de la meilleure actrice pour ""le dernier métro"" de 1981 et pour ""Indochine"" en 1993, l'Ours d'argent de la meilleure contribution artistique pour Huit femmes, prix du cinéma pour l'ensemble de sa carrière et se voit décerné le prix Lumière par Roman Polanski en 2016.";Catherine Deneuve est aussi connu pour ses engagements, pour le droit à l’avortement, contre la peine de mort, le droit des femmes, l’environnement….;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Catherine_Deneuve.jpg;645929.7631;6860031.6379;"{""coordinates"": [2.263335999344256, 48.838065999576386], ""type"": ""Point""}";48.8380659996,2.26333599934;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/a9d684295fe5505fb5c2d89ae5e93c05
Virginie Hériot;Sportives;54 rue de Varenne;Virgine Hériot était une navigatrice française et vivait au 54 rue de Varenne, une plaque commémorative est aposé sur la devanture de l'immeuble.;"Médaillée d'or aux JO de 1928 pour sa victoire sur le Yacht ""Aile VI"", elle reçoit également la Légion d'honneur et la reconnaissance des anglais la considérant comme ""la plus grand yachtwoman du monde"".";Elle devient ambassadrice du sport nautique en France, faisant la promotion des architectes, des chantiers navals et des armateurs français;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Virginie_Heriot.jpg;650224.0826;6861831.7141;"{""coordinates"": [2.321629000175211, 48.854599999678605], ""type"": ""Point""}";48.8545999997,2.32162900018;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/89666692d2fa18f6cfdbedfd2d01a3b6
Arletty;77 Illustres Parisiennes;14 rue de Rémusat;"Léonie Bathiat dite ""Arletty"" vécut au 14 rue de Rémusat, on peut apercevoir une plaque commémorative en son nom sur la façade de l'immeuble.";"Comédienne au théâtre elle interprète les rôles de Sacha Guitry, Colette, Jean Cocteau, devenue rapidement actrice pour le grand écran, elle forme un véritable couple de cinéma avec Marcel Carné qui lui offre le rôle de Mme Raymonde dans ""l'Hôtel du Nord"", rôle qui lui apporta le succès qu'on lui connait aujourd'hui.";A cette adresse, vécut également la chanteuse Barbara lui inspirant la chanson Rémusat.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Arletty.jpg;646529.5328;6861144.6181;"{""coordinates"": [2.271367000163438, 48.848125000193285], ""type"": ""Point""}";48.8481250002,2.27136700016;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/1aeeeaeb59752214d48b41cbf1689d36
Romy Schneider;77 Illustres Parisiennes;11 rue Barbet-de-Jouy;Connue du grand public pour son rôle de Sissi l’impératrice, Romy Schneider tourne avec les plus grands : Visconti, Tavernier, Welles, Sautet.;Engagée pour les droits de la femme, Romy Schneider milite dans les années 70 pour un avortement libre et signe le Manifeste des 343 pour l'avortement précisant avoir elle-même avorté.;Elle vit à Paris, rue Barbet-de-Jouy jusqu’à sa mort prématurée à 43ans en 1982, après avoir connu une grande carrière internationale.;Elle reçoit en 2008 un césar d'honneur pour l'ensemble de sa carrière.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Romy_Schneider.jpg;649947.6001;6861773.4926;"{""coordinates"": [2.31786800025464, 48.85405499956327], ""type"": ""Point""}";48.8540549996,2.31786800025;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/4d67f317c35899e37e8d4415134d7d5c
Julia Sedefdjian;Cheffes;5 Rue de Pontoise,;Elle devient du prestigieux “Fables de la Fontaine” et la plus jeune cheffe étoilé de France à seulement 21 ans.;Elle ouvre 2 ans plus tard son restaurant Baieta, bisou en patois niçois dans le 5ème arrondissement où elle souhaite avant tout rendre abordable la cuisine gastronomique;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Julia_Sedefdjian.jpg;652473.8975;6861314.5425;"{""coordinates"": [2.352346999544448, 48.85011899993507], ""type"": ""Point""}";48.8501189999,2.35234699954;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/48074ee75612341b3712261a94577e74
Alessandra Montagne;Cheffes;5 rue Clisson;La cheffe Franco-brésilienne du restaurant Tempero est une locavore.;Dans sa cuisine elle utilise des produits de marchés franciliens et propose une carte reflétant ses origines mais aussi ses voyages.;Le plus d’Alessandra Montagne est de proposer sa cuisine au plus grand nombre en affichant des prix très attractifs;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/NoPhoto.png;653711.1773;6859403.8348;"{""coordinates"": [2.369415000519007, 48.83302599974994], ""type"": ""Point""}";48.8330259997,2.36941500052;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/58ac627c790ecd94e05883c83a2c9111
Geneviève De Gaulle;Politiques;68 rue Bonaparte;Le 68 rue Bonaparte était la boite aux lettres clandestine de la Résistance.;Geneviève de Gaulle y est arrêtée sur dénonciation à 22 ans et est déportée au camp de concentration de Ravensbrück en février 1944.;Elle en sort en avril 1945 lors de la libération du camp par l'Armée rouge.;"Elle écrira 50 ans plus tard ""la traversée de la nuit"" retraçant ses mémoires.";Elle meurt en 2002, et ne sera pas déplacée au Panthéon afin de rester avec son mari jusqu’en 2015 où ils le seront tous deux.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Genevieve_De_Gaulle.jpg;651048.4814;6861517.1147;"{""coordinates"": [2.332900000039274, 48.851833999881684], ""type"": ""Point""}";48.8518339999,2.33290000004;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/e85d72a129eb290b7fcec673496f195a
Germaine Tillion;Politiques;Panthéon;C'est au Panthéon que Germaine Tillion, figure emblématique de la Résistance fait son entrée le 27 mai 2015 avec Geneviève de Gaulle, Pierre Brossolette et Jean Zay...;Elle a fait de sa vie un combat pour les droits de l'homme, n'hésitant pas à prendre position durant la seconde guerre mondiale, lors de la guerre d'Algérie, la guerre en Irak...;Germaine Tillion fut à de nombreuses reprises décorée pour ses actes héroïques en tant de guerre.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Germaine_Tillion.jpg;652005.9055;6860861.0427;"{""coordinates"": [2.34602099941806, 48.846005999873334], ""type"": ""Point""}";48.8460059999,2.34602099942;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/1ccee7d88d5494a02b777b97454aa57b
Olympe de Gouges;Politiques;18-20 rue Servandoni;Olympe de Gouges est l'auteure de la déclaration des droits de la femme et de la citoyenne » en 1791 rédigée au 18 rue Servandoni.;Elle est féministe et réformiste, milite pour l'abolition de l'esclavage et réclame des refuges pour les plus vulnérables.;Véritable engagée, elle plaide notamment aussi pour le droit au chômage des ouvriers et le droit au divorce pour les femmes.;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Olympe_de_Gouges.png;651181.1968;6861269.1346;"{""coordinates"": [2.33473700026513, 48.84961400001923], ""type"": ""Point""}";48.849614,2.33473700027;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/44ec4e241dd81dfc9b6f4f7b3be041dc
Maryse Bastié;Sportives;23 rue Froidevaux ,;Lieu de résidence de Maryse Bastié, cette aviatrice émérite établit en 1929 le record international féminin de durée avec un vol de 26h44minutes en 1929 et repousse l'exploit à 37h55 min en 1930.;Sur le parcours Paris-Uring ( URSS) elle établit un nouveau record de distance, 2976 kilomètres elle reçoit alors le Harmon Trophy américain décerné pour la première fois à une française.;En parallèle elle s’engage pour la cause féminine et se présente symboliquement aux élections législatives du 5ème arrondissement en 1936.;Elle trouve la mort dans un crash en 1952 où elle était alors passagère.;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Maryse_Bastie.jpg;650729.8865;6859699.7305;"{""coordinates"": [2.328769000006866, 48.8354659996763], ""type"": ""Point""}";48.8354659997,2.32876900001;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/f0229cffc25593767e9e42b05bb5e4e2
Nélie Jacquemart;77 Illustres Parisiennes;158 boulevard haussmann;Invitée à la Villa Médicis en 1867, Nélie Jacquemart réalise le portrait d'Edouard André, héritier de l'une des plus grandes fortunes du Second Empire.;Elle se marie avec lui et commande à l'architecte Henri Parent un luxueux hôtel du boulevard Haussmann afin d'accueillir ses collections de tableaux, dont elle hérite à la mort de son mari en 1894.;Elle léguera à son tour ses biens, immeubles et collections à l'Institut de France.;Le musée Jacquemart-André est inauguré le 8 décembre 1913 par le président de la République Raymond Poincaré.;Nélie Jacquemart fixa dans son testament les horaires d'ouverture et l'emplacement exact où les œuvres doivent être exposées dans le musée qu'elle a imaginé.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Nelie_Jacquemart_Andre.jpg;649448.2437;6864135.2693;"{""coordinates"": [2.310782000618189, 48.87525500043908], ""type"": ""Point""}";48.8752550004,2.31078200062;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/ad4ad5dfe5610d1f9742515f4da50b6f
Françoise Sagan;77 Illustres Parisiennes;34, rue Guynemer;Dans cet appartement, face au jardin du Luxembourg Françoise Sagan, détestant la solitude et grande généreuse organisait des réceptions où elle invitait ses amis Orson Welles, Ava Gardner ou encore Georges Pompidou.;Devenue célébre avec son premier roman, Bonjour tristesse en 1954 alors qu'elle n'a que 18ans, Françoise Sagan connait un destin de grande écrivaine et dramaturge avec plus d'une cinquantaine de romans, de nouvelles, de pièces de théâtre et de chansons.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Françoise_Sagan.jpg;650996.2757;6860871.3831;"{""coordinates"": [2.332263000115588, 48.846022999671405], ""type"": ""Point""}";48.8460229997,2.33226300012;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/b3424c26ae500ff6f881a06574b2d1cd
Rosa Bonheur;Artistes;64 rue de Lille;Première femme peintre française à recevoir la Légion d'honneur ici au 64 rue de Lille en 1865, Rosa Bonheur, née Marie-Rosalie Bonheur était spécialiste en représentations animalières.;Ses œuvres sont exposées partout dans le monde notamment au Metropolitain Museum of Art de New-York, au Musée du Louvre, au Musée Nnational de Varsovie … Rosa Bonheur est aussi la première artiste à voir le marché de l'art spéculer sur ses tableaux de son vivant.;;;;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Rosa_Bonheur.jpg;650423.6566;6862455.6095;"{""coordinates"": [2.324276000173858, 48.86022600010026], ""type"": ""Point""}";48.8602260001,2.32427600017;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/d0ed8788990672c5a050958cf9d7c24f
Kiki de Montparnasse;Comédiennes;29, rue campagne-première;Née Alice Ernestine Prin, Kiki de Montparnasse était chanteuse, comédienne, danseuse, muse, modèle...;Elle vit au 29 rue campagne première à l'hôtel Astria avant d'emménager dans l'atelier de Man Ray.;Avec son amie Treize, elle enflamme les nuits du Jockey au coin de la rue campagne-première.;Après la crise de 1929, les Américains retournent chez eux et Kiki de Montparnasse se réinvente en inaugurant son propre lieu l'oasis, renommé Chez Kiki.;Elle meurt en 1953, avec seul Foujita pour assister à son enterrement.;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Kiki_de_Montparnasse.jpg;650942.1906;6860100.2407;"{""coordinates"": [2.331615000136732, 48.83908400040524], ""type"": ""Point""}";48.8390840004,2.33161500014;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/b2d8e543c332f1999f9b22c009dbf2ca
Hélène Cixous;Femmes de lettres;9 rue Linné;Lieu de résidence, d'Hélène Cixous, auteure et dramaturge française.;"Elle touchera davantage le public anglo-saxon avec son ""French Feminism"".";Hélène Cixous participe également à la création de l'université de Vincennes en 1968 et fonde le Centre d'études féminines en 1974.;"Elle obtient le prix Médicis avec ""Dedans"" (Grasset 1969) et le prix Marguerite Yourcenar pour l'ensemble de son oeuvre en 2016.";;;;https://capgeo.sig.paris.fr/PdfEtImages/ParisCelebreLesFemmes/Images/Helene_Cixous.jpg;652640.2808;6860661.3388;"{""coordinates"": [2.354686999730384, 48.84425700036213], ""type"": ""Point""}";48.8442570004,2.35468699973;https://opendata.paris.fr/api/v2/catalog/datasets/femmes-illustres-a-paris-portraits/files/eb03a293a4236c1a314cbfb04c54571b
